iter	Logloss
181	0.05268396656
182	0.0523829106
183	0.05180175725
184	0.05159705356
185	0.05103303507
186	0.05078743514
187	0.05032641242
188	0.05016319537
189	0.05003158097
190	0.04956632528
191	0.04931474058
192	0.04905198808
193	0.04868629359
194	0.04848301961
195	0.04800676088
196	0.04782788941
197	0.04757519381
198	0.04744841473
199	0.04727442039
200	0.04686116778
201	0.04663583102
202	0.04648794187
203	0.0461562575
204	0.04569402111
205	0.04533996773
206	0.04522577497
207	0.04509951035
208	0.04490449562
209	0.04479162021
210	0.04448301506
211	0.04416837512
212	0.04390789973
213	0.04378724898
214	0.04361918953
215	0.04328694178
216	0.04302316772
217	0.04278536538
218	0.04248600488
219	0.04228784944
220	0.04205206225
221	0.04184351663
222	0.0416939773
223	0.04160163875
224	0.04147238664
225	0.04128368302
226	0.04098785235
227	0.04071043813
228	0.04060697655
229	0.04042653072
230	0.04024430097
231	0.0400256703
232	0.03985499773
233	0.03966032252
234	0.03941755752
235	0.03929304938
236	0.03912920319
237	0.03893793958
238	0.03885578568
239	0.0387010797
240	0.03849766209
241	0.0382096391
242	0.03809788757
243	0.03789374137
244	0.0377325057
245	0.03763883393
246	0.03744504506
247	0.03734265924
248	0.03713244389
249	0.03692541549
250	0.03675328443
251	0.03660526295
252	0.03650560802
253	0.03637673219
254	0.03611180795
255	0.0359765607
256	0.03573366433
257	0.03568207068
258	0.03553971378
259	0.03541603787
260	0.03527960055
261	0.03514836931
262	0.03504659514
263	0.03495588984
264	0.03483944386
265	0.03461311804
266	0.03448518909
267	0.03434959646
268	0.03425268381
269	0.03412498259
270	0.03400534202
271	0.03377071582
272	0.03364605265
273	0.03357658569
274	0.03339450966
275	0.03315375814
276	0.03299425631
277	0.03285082424
278	0.03273471146
279	0.03261598639
280	0.03257375816
281	0.03246911266
282	0.03235415439
283	0.03224260954
284	0.03213775697
285	0.03202781954
286	0.03192597815
287	0.03175254897
288	0.03170810735
289	0.03160397408
290	0.03150888259
291	0.03140968677
292	0.03134586797
293	0.03123149725
294	0.03111661608
295	0.03096855089
296	0.03091118124
297	0.03083907503
298	0.03075818844
299	0.03069587304
300	0.03055528468
301	0.03038240942
302	0.0302805479
303	0.03013558098
304	0.03009564656
305	0.03003712239
306	0.02993023234
307	0.0298233081
308	0.02969220958
309	0.02962748138
310	0.02957668609
311	0.02952753681
312	0.02940061784
313	0.02934963624
314	0.0292554242
315	0.0292053117
316	0.02913242518
317	0.02904831286
318	0.02898059115
319	0.02891418367
320	0.02880273508
321	0.02877296294
322	0.0287036092
323	0.0286531411
324	0.02858726086
325	0.02847130435
326	0.02841709662
327	0.02837696994
328	0.02824738985
329	0.02816111356
330	0.02808501684
331	0.02801386291
332	0.0279281305
333	0.02784580815
334	0.02777960225
335	0.02771844838
336	0.02760352678
337	0.02756459508
338	0.02750544505
339	0.02743983106
340	0.02740891947
341	0.02719310335
342	0.02704656082
343	0.0269760064
344	0.02688664626
345	0.02676825755
346	0.02665170478
347	0.02653762618
348	0.02639810357
349	0.02634508451
350	0.02627320387
351	0.02618593713
352	0.02610802801
353	0.02605632728
354	0.02602539195
355	0.02593003322
356	0.02583961217
357	0.0257899705
358	0.02573959011
359	0.02564462006
360	0.02554712214
361	0.02551113421
362	0.02543427795
363	0.02534688844
364	0.025312129
365	0.02524097151
366	0.02519794388
367	0.02514004267
368	0.02511206596
369	0.02505167031
370	0.02502126706
371	0.02498482248
372	0.02493023144
373	0.02485282108
374	0.02480235764
375	0.02468201586
376	0.02463704966
377	0.02455297966
378	0.0245127091
379	0.02440854513
380	0.02433744863
381	0.02429790416
382	0.02423336552
383	0.02416426432
384	0.02408150254
385	0.02399239704
386	0.02392887264
387	0.02385115487
388	0.02376394404
389	0.02362384983
390	0.02358962324
391	0.02356310615
392	0.02349793615
393	0.02343429099
394	0.02337522775
395	0.02331831659
396	0.02326607934
397	0.02320919382
398	0.02318376082
399	0.02313262696
