epoch,loss_D,loss_G
89,1.366231001067806,0.8190661419082332
90,1.3646081792341695,0.8177838768507983
91,1.3659486219689654,0.8209119944959073
92,1.3654566980697014,0.8197943207379934
93,1.3664473163115012,0.8188958217968811
94,1.3655558956635965,0.8168476017745765
95,1.365175233016143,0.8164328122461164
96,1.3662185333870553,0.8154219007169878
97,1.366140008939279,0.8207030375261565
98,1.3648927846470396,0.8185670114852287
99,1.3653509014361613,0.820337266213185
100,1.3665152685062305,0.8202408333082457
101,1.36709128070522,0.8165215978751311
102,1.3651187210469633,0.8172891183479413
103,1.366325795328295,0.8178574732832007
104,1.3667990984143437,0.8177924634637059
105,1.36643975296536,0.8173430152841517
106,1.3668322708155658,0.8182054516431447
107,1.3688035674997279,0.81788920019124
108,1.3685430807036323,0.8142051292432321
109,1.3684301898286149,0.8140934974760623
110,1.3671373145000354,0.8155855509074958
111,1.368048434644132,0.8166998602248526
112,1.3672109616769326,0.8174745566136128
113,1.3676842244895728,0.8162114755527393
114,1.3682466171883247,0.8157141464787561
115,1.3679456965343373,0.8166337388592797
116,1.3663308804099623,0.813246817846556
117,1.366409473483627,0.815085371120556
118,1.3684936636203044,0.8144007412162987
119,1.3678751169024288,0.8161453211629713
120,1.3665163436451473,0.812941664940602
121,1.3667083814337446,0.8161140553049139
122,1.368191453572866,0.8159893311358787
123,1.3685596694817415,0.8165020301535323
124,1.3677235619441883,0.8126080614489478
125,1.366341254840026,0.814868600465156
126,1.3677000413069853,0.8188934279454722
127,1.3682833288166973,0.8151666623515051
128,1.3686968123590624,0.8134502277180955
129,1.367773355986621,0.8152980767391823
130,1.3679206110335684,0.8121531439794076
131,1.36899438484295,0.8139323983643506
132,1.367902970314026,0.8140205716764605
133,1.3693399245674547,0.813547303225543
134,1.3670161389015816,0.8154761557643478
135,1.36783662808908,0.8150700743133957
136,1.366444753633963,0.8130427992021715
137,1.367245474377194,0.8143392986542469
138,1.3682350451881822,0.8159366947573584
139,1.3685348156336192,0.8118636464750445
140,1.3688623979284957,0.8132488597083736
141,1.3705773823970073,0.8142532152098578
142,1.3686789245218844,0.813660287695962
143,1.3679595109578726,0.8123966816309336
144,1.3678192302987382,0.8163576857463734
145,1.3695152395480388,0.8124123396100225
146,1.368018996071171,0.8126128370697434
147,1.3689507223464348,0.8157687108258943
148,1.3695666883442852,0.8138031415037207
149,1.369647925931054,0.8128869916941669
150,1.3702243128338376,0.813355825076232
151,1.367255845907572,0.8122134153907363
152,1.3681589567983472,0.8119741230397611
153,1.3681541249558733,0.8131607406848186
154,1.3675108751735172,0.8157643305288779
155,1.3689468190476701,0.813330529026083
156,1.3682795676025183,0.8134831675001093
157,1.3665053038983732,0.8162324020991454
158,1.3673768407589681,0.8155989756455293
159,1.3697057308377447,0.8152539290286399
160,1.3692322499043232,0.8144778256480758
161,1.368631287523218,0.8156295262478493
162,1.3689262589892826,0.8117600017302745
163,1.3684018547470505,0.8139174664342725
164,1.367331857616837,0.8136209331654214
165,1.3668868609376856,0.813318160256824
166,1.3695803084888973,0.8124085766238135
167,1.369952651294502,0.8149053805583232
168,1.3681273379841365,0.8140333713711919
169,1.3691651547277295,0.8153736269151842
170,1.3702185685570176,0.8119694389201499
171,1.369621854215055,0.8114876644031421
172,1.3689189653138856,0.8115374289654397
173,1.368094451040835,0.8138777884277137
174,1.3694812839095656,0.8118111932599866
175,1.3691087036519438,0.8117066510625788
176,1.3693491845517545,0.8126858509875633
177,1.3682421284752924,0.8138268325779889
178,1.3693335410710927,0.8124664343692161
179,1.3687149917757189,0.810298784520175
180,1.3690865490887616,0.8119927386979799
181,1.369442980676084,0.812284380197525
182,1.3695184540104222,0.8118805849874342
183,1.3687785544910946,0.8132355470915098
184,1.3693795384587468,0.8115517095939533
185,1.369299058978622,0.8126189098164842
186,1.3682074823895016,0.8128012776374817
187,1.3693239965954342,0.8151351654851758
188,1.369961265937702,0.8125033119240322
189,1.3695060639768033,0.8131760260543308
190,1.3704507621558937,0.8108584052807576
191,1.3694012184400817,0.8111437320709228
192,1.3689023717029674,0.8100549037392075
193,1.3692215036701512,0.8126947576935227
194,1.369027262765008,0.8135086816710395
195,1.3707442792686255,0.8097488027972144
196,1.3696856073431067,0.8113582192240535
197,1.369231261755969,0.811160122059487
198,1.3703144263576816,0.8097752693537119
199,1.3690590104541263,0.8102981486835995
200,1.3684419947701532,0.8111067053434011
